FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
390,"滅","destroy",2017-06-03 21:19:53,2017-08-09,6,8,33
391,"減","dwindle",2017-06-05 21:37:39,2017-06-12,3,10,26
392,"蔑","revile",2017-05-31 07:39:28,2017-06-09,3,25,45
393,"桟","scaffold",2017-04-27 12:01:34,2017-09-02,7,3,20
394,"銭","coin",2017-03-08 10:40:50,2017-07-13,7,5,26
395,"浅","shallow",2017-03-14 10:27:53,2017-07-15,7,2,19
396,"止","stop",2017-04-03 10:08:48,2017-11-23,8,1,10
397,"歩","walk",2017-03-28 09:22:57,2017-07-18,7,4,21
398,"渉","ford",2017-04-19 10:36:14,2017-08-06,7,2,19
399,"頻","repeatedly",2017-05-30 07:58:21,2017-06-25,5,8,31
400,"肯","agreement",2017-03-14 10:32:05,2017-07-04,7,7,29
401,"企","undertake",2017-03-14 10:32:05,2017-07-03,7,7,35
402,"歴","curriculum",2017-05-30 12:21:31,2017-06-26,5,11,31
403,"武","warrior",2017-04-17 14:24:39,2017-08-07,7,1,15
404,"賦","levy",2017-05-30 12:42:01,2017-07-01,5,8,30
405,"正","correct",2017-04-03 10:08:48,2017-12-01,8,1,9
406,"証","evidence",2017-04-03 10:45:10,2017-07-29,7,6,32
407,"政","politics",2017-05-26 09:59:47,2017-09-15,7,5,24
408,"定","determine",2017-05-22 13:50:59,2017-07-24,6,3,20
409,"錠","lock",2017-05-30 12:21:31,2017-08-05,6,7,27
410,"走","run",2017-04-09 10:59:41,2018-03-29,8,1,10
411,"超","transcend",2017-05-08 15:59:09,2017-07-07,6,7,30
412,"赴","proceed",2017-03-28 09:26:47,2017-07-28,7,5,28
413,"越","surpass",2017-05-31 07:39:27,2017-06-13,4,17,50
414,"是","just so",2017-05-15 16:26:14,2017-07-11,6,7,34
415,"題","topic",2017-04-17 12:31:16,2017-08-01,7,7,31
416,"堤","dike",2017-06-06 22:39:01,2017-06-10,2,22,35
417,"建","build",2017-06-03 06:18:49,2017-06-30,5,9,33
418,"鍵","key",2017-04-28 11:33:12,2017-08-25,7,6,26
419,"延","prolong",2017-04-21 20:34:53,2017-08-14,7,6,29
420,"誕","nativity",2017-06-06 07:10:59,2017-06-11,3,10,27
421,"礎","cornerstone",2017-06-02 11:30:29,2017-06-15,4,7,32
422,"婿","bridegroom",2017-05-30 07:07:11,2017-07-03,5,19,50
423,"衣","garment",2017-04-17 12:35:22,2017-08-17,7,1,14
424,"裁","tailor",2017-04-17 12:47:39,2017-08-01,7,3,22
425,"装","attire",2017-05-28 20:17:57,2017-06-14,4,9,22
426,"裏","back",2017-05-23 06:56:04,2017-06-19,5,11,34
427,"壊","demolition",2017-03-14 10:37:13,2017-06-30,7,8,31
428,"哀","pathetic",2017-05-30 07:07:11,2017-06-25,5,10,29
429,"遠","distant",2017-06-06 07:10:59,2017-06-14,3,14,42
430,"猿","monkey",2017-04-17 12:35:22,2017-08-01,7,4,26
431,"初","first time",2017-03-14 10:27:53,2017-07-10,7,9,27
432,"巾","towel",2016-11-22 09:58:07,2017-07-22,8,0,8
433,"布","linen",2017-05-30 06:36:35,2017-06-09,3,9,24
434,"帆","sail",2017-06-03 17:17:20,2017-06-17,4,14,42
435,"幅","hanging scroll",2017-06-04 11:18:58,2017-06-19,4,6,22
436,"帽","cap",2017-05-16 07:07:55,2017-07-09,6,13,36
437,"幕","curtain",2017-04-03 10:18:45,2017-07-22,7,4,28
438,"幌","canopy",2017-05-31 11:11:30,2017-06-17,4,13,34
439,"錦","brocade",2017-05-26 09:57:41,2017-09-14,7,6,23
440,"市","market",2017-05-03 07:07:08,2017-09-13,7,1,15
441,"柿","persimmon",2017-05-28 20:44:48,2017-06-12,4,9,23
442,"姉","elder sister",2017-04-03 10:22:20,2017-07-17,7,1,14
443,"肺","lungs",2017-05-15 14:32:42,2017-06-10,5,6,20
444,"帯","sash",2017-05-30 07:26:20,2017-06-13,4,11,27
445,"滞","stagnate",2017-03-28 09:07:30,2017-07-28,7,8,37
446,"刺","thorn",2017-03-14 09:43:37,2017-07-17,7,4,26
447,"制","system",2017-04-05 19:39:46,2017-07-24,7,12,40
448,"製","made in...",2017-03-06 10:39:57,2017-07-09,7,4,21
449,"転","revolve",2017-04-06 21:43:04,2017-08-10,7,6,25
450,"芸","technique",2017-06-06 07:10:59,2017-06-19,4,16,40
451,"雨","rain",2017-05-26 09:59:47,2017-11-11,7,1,14
452,"雲","cloud",2017-06-05 18:45:32,2017-06-21,4,7,28
453,"曇","cloudy weather",2017-03-28 09:12:46,2017-08-02,7,6,30
454,"雷","thunder",2017-04-03 10:13:10,2017-07-18,7,3,23
455,"霜","frost",2017-05-30 09:14:27,2017-06-14,4,11,37
456,"冬","winter",2017-06-02 11:22:45,2017-09-23,7,3,15
457,"天","heavens",2017-05-02 09:40:26,2017-08-17,7,1,15
458,"妖","bewitched",2017-06-04 11:14:25,2017-07-31,6,10,29
459,"沃","irrigate",2017-04-26 09:54:53,2017-08-20,7,5,21
460,"橋","bridge",2017-05-16 07:07:55,2017-07-25,6,5,22
461,"嬌","attractive",2017-05-30 12:49:10,2017-07-27,6,11,31
462,"立","stand up",2017-05-04 06:57:38,2017-08-19,7,1,14
463,"泣","cry",2017-02-18 08:56:50,2017-06-24,7,6,25
464,"章","badge",2017-02-16 10:06:11,2017-06-16,7,4,20
465,"競","vie",2017-05-29 13:57:13,2017-06-10,4,5,21
466,"帝","sovereign",2017-05-30 07:08:19,2017-10-03,7,6,25
467,"諦","renunciation",2017-05-15 16:25:30,2017-07-04,6,13,32
468,"童","juvenile",2017-05-15 14:22:31,2017-06-14,5,9,23
469,"瞳","pupil",2017-05-29 13:52:08,2017-06-10,4,16,40
470,"鐘","bell",2017-05-30 09:50:01,2017-06-24,5,10,36
471,"商","make a deal",2017-06-05 18:45:32,2017-06-20,4,10,36
472,"嫡","legitimate wife",2017-04-19 17:45:54,2017-08-24,7,1,15
473,"適","suitable",2017-04-27 07:06:40,2017-08-22,7,9,33
474,"滴","drip",2017-05-30 12:49:10,2017-06-13,4,18,43
475,"敵","enemy",2017-06-06 07:14:46,2017-06-12,3,15,33
476,"匕","spoon",2017-05-15 14:30:31,2017-09-24,7,1,15
477,"叱","scold",2017-05-29 21:31:58,2017-06-09,4,16,40
478,"匂","aroma",2017-06-02 11:22:44,2017-08-01,6,7,23
479,"頃","about that time",2017-06-06 07:10:59,2017-06-14,3,19,35
480,"北","north",2017-02-26 12:16:07,2017-06-24,7,4,21
481,"背","stature",2017-02-24 09:45:01,2017-07-06,7,5,25
482,"比","compare",2017-04-21 20:31:29,2017-08-26,7,6,26
483,"昆","descendants",2017-05-30 12:42:01,2017-06-12,4,14,35
484,"皆","all",2017-05-29 13:12:58,2017-07-29,6,11,29
485,"楷","block letters",2017-06-02 11:22:45,2017-06-30,5,11,29
486,"諧","orderliness/harmony",2017-06-08 23:49:11,2017-06-19,4,16,34
487,"混","mix",2017-04-19 11:00:27,2017-08-10,7,11,32
488,"渇","thirst",2017-05-30 06:36:35,2017-06-11,3,12,33
489,"謁","audience",2017-06-04 22:18:33,2017-07-01,5,11,34
490,"褐","brown",2017-04-09 11:08:58,2017-08-10,7,5,28
491,"喝","hoarse",2017-06-01 07:00:17,2017-08-01,6,7,21
492,"葛","kudzu",2017-05-30 12:21:31,2017-07-04,5,11,31
493,"旨","delicious",2017-04-27 07:13:37,2017-08-17,7,4,27
494,"脂","fat",2017-03-28 09:23:44,2017-08-02,7,7,33
495,"詣","visit a shrine",2017-06-02 11:30:29,2017-07-03,5,10,30
496,"壱","I (one)",2017-04-26 11:03:05,2017-09-08,7,4,20
497,"毎","every",2017-05-22 09:48:13,2017-09-25,7,1,14
498,"敏","cleverness",2017-06-02 17:36:45,2017-06-16,4,11,25
499,"梅","plum",2017-04-27 07:05:00,2017-08-30,7,8,35
500,"海","sea",2017-06-05 21:25:42,2017-06-25,4,14,32
501,"乞","beg",2017-05-28 12:18:18,2017-06-24,5,6,25
502,"乾","drought",2017-05-30 07:26:20,2017-07-01,5,11,36
503,"腹","abdomen",2017-02-26 12:18:06,2017-07-10,7,3,18
504,"複","duplicate",2017-04-21 20:31:29,2017-09-02,7,6,29
505,"欠","lack",2017-04-26 22:11:48,2017-08-30,7,1,15
506,"吹","blow",2017-03-21 09:58:21,2017-07-25,7,6,32
507,"炊","cook",2017-04-28 11:33:12,2017-08-21,7,6,30
508,"歌","song",2017-05-28 11:26:20,2017-07-01,5,10,33
509,"軟","soft",2017-03-14 10:34:36,2017-07-19,7,4,26
510,"次","next",2017-06-05 18:45:32,2017-07-27,6,4,15
511,"茨","briar",2017-03-14 10:32:05,2017-07-23,7,6,25
512,"資","assets",2017-04-26 07:54:06,2017-08-09,7,9,31
513,"姿","figure",2017-03-28 09:22:57,2017-07-17,7,5,26
514,"諮","consult with",2017-05-30 07:26:20,2017-06-14,4,14,42
515,"賠","compensation",2017-06-05 18:45:32,2017-07-05,5,11,37
516,"培","cultivate",2017-03-14 10:37:13,2017-07-27,7,7,31
517,"剖","divide",2017-06-01 06:28:15,2017-06-09,3,12,33
518,"音","sound",2017-01-30 08:41:13,2017-08-02,7,2,14
519,"暗","darkness",2017-05-31 07:39:27,2017-06-17,4,26,53
520,"韻","rhyme",2017-06-08 23:47:57,2017-06-25,4,14,38
521,"識","discriminating",2017-05-29 22:57:54,2017-06-26,5,15,32
522,"鏡","mirror",2017-04-26 07:37:33,2017-08-14,7,13,32
523,"境","boundary",2017-06-06 07:10:59,2017-06-19,4,20,50
524,"亡","deceased",2017-04-05 19:39:45,2017-10-02,7,2,19
525,"盲","blind",2017-05-31 07:39:27,2017-07-30,6,6,25
526,"妄","delusion",2017-05-14 19:00:55,2017-09-26,7,5,26
527,"荒","laid waste",2017-06-08 23:47:56,2017-06-23,4,10,27
528,"望","ambition",2017-05-29 14:49:55,2017-08-07,6,11,37
529,"方","direction",2017-03-08 10:51:35,2018-02-20,8,1,10
530,"妨","disturb",2017-03-14 09:49:57,2017-07-12,7,3,19
531,"坊","boy",2017-04-03 10:22:20,2017-07-28,7,3,23
532,"芳","perfumed",2017-05-14 19:00:55,2017-09-03,7,3,22
533,"肪","obese",2017-04-27 11:30:40,2017-09-09,7,3,23
534,"訪","call on",2017-06-02 11:22:44,2017-06-09,3,16,44
535,"放","set free",2017-05-30 08:14:05,2017-06-13,4,10,28
536,"激","violent",2017-06-06 22:38:44,2017-06-09,2,13,33
537,"脱","undress",2017-06-03 17:32:09,2017-07-02,5,5,24
538,"説","explanation",2017-06-04 11:14:25,2017-06-13,3,15,31
539,"鋭","pointed",2017-05-08 15:59:09,2017-07-17,6,5,19
540,"曽","formerly",2017-04-28 11:43:04,2017-09-10,7,4,20
541,"増","increase",2017-06-05 18:40:00,2017-06-11,3,19,37
542,"贈","presents",2017-06-01 07:16:13,2017-06-18,4,9,34
543,"東","east",2017-03-14 10:04:15,2017-11-05,8,0,10
544,"棟","ridgepole",2017-06-05 18:40:00,2017-06-12,3,12,33
545,"凍","frozen",2017-06-02 11:30:29,2017-07-03,5,9,28
546,"妊","pregnancy",2017-05-30 08:01:04,2017-06-24,5,7,26
547,"廷","courts",2017-05-29 13:27:12,2017-08-01,6,13,32
548,"染","dye",2017-06-03 17:17:20,2017-06-16,4,16,34
549,"燃","burn",2017-05-01 18:11:02,2017-09-05,7,11,42
550,"賓","V.I.P.",2017-05-28 10:56:29,2017-08-04,6,10,32
551,"歳","year-end",2017-06-04 11:18:58,2017-06-17,4,8,28
552,"県","prefecture",2017-04-17 14:20:04,2017-08-24,7,7,25
553,"栃","horse chestnut",2017-06-04 11:14:25,2017-06-13,3,12,36
554,"地","ground",2017-04-09 10:37:09,2017-08-01,7,2,20
555,"池","pond",2017-03-28 09:10:32,2017-08-05,7,1,15
556,"虫","insect",2016-11-23 07:46:46,2017-08-12,8,0,9
557,"蛍","lightning bug",2017-05-01 18:08:02,2017-09-05,7,3,19
558,"蛇","snake",2017-04-09 10:37:09,2017-08-04,7,3,22
559,"虹","rainbow",2017-02-26 11:56:17,2017-06-16,7,4,23
560,"蝶","butterfly",2017-04-27 07:13:37,2017-08-28,7,11,36
561,"独","single",2017-02-16 10:06:12,2017-06-12,7,4,20
562,"蚕","silkworm",2017-05-15 14:44:12,2017-07-18,6,8,32
563,"風","wind",2017-03-28 09:16:56,2017-07-28,7,2,15
564,"己","self",2017-04-27 12:01:33,2017-08-25,7,5,23
565,"起","rouse",2017-02-15 09:36:13,2017-06-20,7,4,22
566,"妃","queen",2017-06-06 22:38:44,2017-06-11,2,13,32
567,"改","reformation",2017-05-30 12:42:01,2017-06-27,5,12,45
568,"記","scribe",2017-04-03 10:44:22,2017-08-02,7,4,25
569,"包","wrap",2017-05-15 14:28:25,2017-09-06,7,5,29
570,"胞","placenta",2017-04-27 11:33:41,2017-08-18,7,2,19
571,"砲","cannon",2017-02-15 09:36:13,2017-08-15,7,3,18
572,"泡","bubble",2017-05-28 10:48:19,2018-01-22,8,4,17
573,"亀","tortoise",2017-05-01 18:11:01,2017-09-13,7,5,21
574,"電","electricity",2017-06-08 23:44:34,2017-07-05,5,6,24
575,"竜","dragon",2017-03-14 10:32:05,2017-07-25,7,4,24
576,"滝","waterfall",2017-04-03 10:06:44,2017-12-07,8,4,18
577,"豚","pork",2017-02-15 09:36:13,2017-06-20,7,9,30
578,"逐","pursue",2017-03-21 22:12:03,2017-07-28,7,8,34
579,"遂","consummate",2017-03-08 10:49:44,2017-11-24,8,1,9
580,"家","house",2017-03-14 10:07:12,2017-10-13,8,1,10
581,"嫁","marry into",2017-04-26 09:59:33,2017-08-30,7,4,24
582,"豪","overpowering",2017-05-27 22:40:14,2017-09-25,7,12,42
583,"腸","intestines",2017-06-05 21:22:45,2017-06-19,4,20,54
584,"場","location",2017-06-06 22:35:27,2017-07-07,5,12,33
585,"湯","hot water",2017-05-28 20:42:32,2017-08-06,6,12,34
586,"羊","sheep",2017-05-26 09:54:38,2017-09-26,7,1,14
587,"美","beauty",2017-05-28 12:58:30,2017-07-21,6,8,34
588,"洋","ocean",2017-04-18 17:48:06,2017-08-30,7,3,20
589,"詳","detailed",2017-05-04 07:01:04,2017-09-10,7,2,19
590,"鮮","fresh",2017-04-27 11:58:34,2017-08-26,7,8,28
591,"達","accomplished",2017-03-21 22:17:08,2017-07-25,7,8,33
592,"羨","envious",2017-05-31 13:07:17,2017-06-14,4,13,35
593,"差","distinction",2017-04-26 07:54:06,2017-08-15,7,6,30
594,"着","don",2017-03-28 09:12:46,2017-07-23,7,5,24
595,"唯","solely",2017-04-18 17:44:21,2017-08-21,7,5,25
596,"堆","piled high",2017-05-30 12:50:42,2017-06-25,5,6,19
597,"椎","sweet oak",2017-05-26 09:59:47,2017-06-26,5,6,20
598,"誰","who?",2017-02-28 20:23:48,2017-07-04,7,2,13
599,"焦","char",2017-05-18 07:11:35,2017-07-14,6,6,26
600,"礁","reef",2017-06-05 21:07:12,2017-07-03,5,16,38
601,"集","gather",2017-04-24 21:49:00,2017-08-08,7,8,37
602,"准","quasi-",2017-05-29 14:04:22,2017-08-05,6,7,25
603,"進","advance",2017-06-05 18:45:32,2017-07-03,5,11,37
604,"雑","miscellaneous",2017-05-29 13:14:47,2017-07-23,6,11,31
605,"雌","female",2017-06-03 17:17:20,2017-06-17,4,13,36
606,"準","semi-",2017-06-06 22:36:52,2017-06-17,4,9,24
607,"奮","stirred up",2017-06-03 17:32:09,2017-06-14,4,15,35
608,"奪","rob",2017-05-29 21:35:54,2017-06-15,4,17,39
609,"確","assurance",2017-05-28 12:58:30,2017-06-26,5,7,25
610,"午","noon",2017-04-05 19:24:51,2017-06-13,6,6,20
611,"許","permit",2017-05-18 07:58:57,2017-06-21,5,11,38
612,"歓","delight",2017-05-28 13:29:12,2017-06-30,5,9,29
613,"権","authority",2017-04-06 07:58:17,2017-06-15,6,6,24
614,"観","outlook",2017-05-31 11:13:16,2017-07-01,5,9,31
615,"羽","feathers",2017-05-15 14:28:25,2017-09-06,7,3,17
616,"習","learn",2017-06-02 17:30:30,2017-06-27,5,9,27
617,"翌","the following",2017-05-22 13:48:20,2017-07-26,6,6,27
618,"曜","weekday",2017-04-27 11:34:28,2017-08-18,7,2,16
619,"濯","laundry",2017-04-27 12:01:34,2017-08-10,7,4,26
620,"曰","sayeth",2016-11-27 16:49:55,2017-07-03,8,0,9
621,"困","quandary",2017-04-27 07:05:03,2017-08-23,7,1,15
622,"固","harden",2017-05-30 12:42:01,2017-06-26,5,14,38
623,"錮","weld",2017-06-01 07:10:26,2017-08-06,6,10,32
624,"国","country",2017-04-19 16:07:41,2017-06-25,6,5,28
625,"団","group",2017-05-22 09:48:13,2017-09-08,7,4,27
626,"因","cause",2017-03-28 08:54:26,2017-07-29,7,2,19
627,"姻","matrimony",2017-03-28 09:23:44,2017-07-29,7,6,27
628,"咽","windpipe",2017-04-09 11:08:58,2017-08-14,7,8,23
629,"園","park",2017-04-09 10:37:42,2017-08-14,7,5,25
630,"回","-times",2017-04-03 10:08:47,2017-11-13,8,2,14
631,"壇","podium",2017-06-04 22:13:40,2017-07-05,5,12,43
632,"店","store",2017-04-09 10:31:29,2017-07-30,7,6,30
633,"庫","warehouse",2017-05-18 07:16:17,2017-07-27,6,9,31
634,"庭","courtyard",2017-03-14 10:37:13,2017-07-01,7,7,34
635,"庁","government office",2017-05-22 13:37:14,2017-07-16,6,8,34
636,"床","bed",2017-04-03 10:45:10,2017-10-08,7,3,21
637,"麻","hemp",2017-05-22 13:55:55,2017-07-27,6,6,27
638,"磨","grind",2017-06-06 07:10:59,2017-06-23,4,5,16
639,"心","heart",2017-05-15 14:32:42,2017-09-12,7,1,14
640,"忘","forget",2017-04-21 20:28:00,2017-08-08,7,4,25
641,"恣","selfish",2017-03-28 09:22:57,2017-07-29,7,8,30
642,"忍","endure",2017-04-21 20:25:40,2017-08-11,7,7,27
643,"認","acknowledge",2017-03-14 09:59:31,2017-07-21,7,10,37
644,"忌","mourning",2017-04-26 07:39:09,2017-08-09,7,11,41
645,"志","intention",2017-04-05 19:33:06,2017-08-18,7,4,28
646,"誌","document",2017-04-17 14:24:39,2017-08-27,7,3,20
647,"芯","wick",2017-04-05 19:33:06,2017-07-22,7,4,24
648,"忠","loyalty",2017-05-18 07:11:35,2017-07-12,6,7,29
649,"串","shish kebab",2017-05-27 22:39:03,2017-11-29,7,1,14
650,"患","afflicted",2017-05-01 20:03:01,2017-09-03,7,8,34
651,"思","think",2017-03-28 08:54:26,2017-08-06,7,4,21
652,"恩","grace",2017-04-06 21:40:10,2017-06-11,6,8,31
653,"応","apply",2017-04-09 10:37:09,2017-08-12,7,8,28
654,"意","idea",2017-04-19 10:34:05,2017-08-21,7,3,21
655,"臆","cowardice",2017-03-28 08:31:54,2017-07-31,7,6,23
656,"想","concept",2017-05-22 13:53:46,2017-07-25,6,8,33
657,"息","breath",2017-04-28 11:49:14,2017-08-30,7,8,37
658,"憩","recess",2017-06-07 23:50:11,2017-06-24,4,22,45
659,"恵","favor",2017-04-05 19:35:28,2017-07-20,7,8,36
660,"恐","fear",2017-03-21 09:58:21,2017-07-08,7,8,33
661,"惑","beguile",2017-05-28 20:21:51,2017-06-11,4,16,38
662,"感","emotion",2017-05-18 07:16:17,2017-07-14,6,11,40
663,"憂","melancholy",2017-06-05 21:03:50,2017-06-16,4,18,46
664,"寡","widow",2017-06-04 11:30:35,2017-06-30,5,13,37
665,"忙","busy",2017-04-17 14:20:04,2017-08-17,7,4,21
666,"悦","ecstasy",2017-04-27 22:15:30,2017-08-13,7,4,27
667,"恒","constancy",2017-06-06 07:14:46,2017-06-15,3,9,26
668,"悼","lament",2017-03-14 10:27:53,2017-07-15,7,4,25
669,"悟","enlightenment",2017-04-26 22:12:03,2017-09-01,7,8,29
670,"怖","dreadful",2017-05-08 13:43:14,2017-07-07,6,5,29
671,"慌","disconcerted",2017-06-04 22:18:33,2017-06-12,3,11,34
672,"悔","repent",2017-05-29 22:57:54,2017-07-01,5,13,43
673,"憎","hate",2017-06-01 06:28:56,2017-06-10,3,26,58
674,"慣","accustomed",2017-04-03 09:28:27,2017-06-09,6,13,39
675,"愉","pleasure",2017-03-14 10:32:05,2017-07-16,7,6,31
676,"惰","lazy",2017-03-14 10:34:36,2017-07-24,7,7,32
677,"慎","humility",2017-06-05 21:16:15,2017-06-20,4,20,45
678,"憾","remorse",2017-06-04 21:47:01,2017-06-20,4,15,33
679,"憶","recollection",2017-06-04 22:18:33,2017-07-07,5,15,36
680,"惧","disquieting",2017-05-31 08:31:29,2017-10-06,7,23,44
681,"憧","yearn",2017-05-31 08:11:55,2017-07-30,6,11,27
682,"憬","hanker",2017-04-17 14:20:04,2017-08-25,7,12,38
683,"慕","pining",2017-04-04 09:08:19,2017-08-03,7,2,20
684,"添","annexed",2017-05-15 14:32:42,2017-09-01,7,14,38
685,"必","invariably",2017-04-20 20:46:36,2017-08-07,7,1,14
686,"泌","ooze",2017-04-26 09:59:33,2017-08-20,7,6,26
687,"手","hand",2017-04-03 10:10:28,2017-11-27,8,1,9
688,"看","watch over",2017-05-29 13:34:16,2017-07-20,6,8,34
689,"摩","chafe",2017-05-28 12:18:18,2017-06-30,5,8,32
690,"我","ego",2017-06-05 18:45:32,2017-06-18,4,7,31
691,"義","righteousness",2017-05-28 12:42:34,2017-08-05,6,10,35
692,"議","deliberation",2017-04-27 07:11:45,2017-08-22,7,6,25
693,"犠","sacrifice",2017-05-29 14:07:08,2017-07-31,6,15,46
694,"抹","rub",2017-05-22 09:48:13,2017-06-17,5,12,36
695,"拭","wipe",2017-04-18 17:49:22,2017-08-05,7,7,27
696,"拉","yank",2017-05-28 13:11:24,2017-06-29,5,7,27
697,"抱","embrace",2017-04-19 17:40:59,2017-08-29,7,9,36
698,"搭","board",2017-05-30 12:49:10,2017-07-04,5,13,40
699,"抄","extract",2017-04-27 12:12:14,2017-08-27,7,4,25
700,"抗","confront",2017-05-28 20:33:46,2017-07-23,6,6,25
701,"批","criticism",2017-04-24 21:49:00,2017-08-30,7,7,32
702,"招","beckon",2017-05-29 13:52:08,2017-07-26,6,6,25
703,"拓","clear the land",2017-04-26 09:52:49,2017-08-17,7,1,15
704,"拍","clap",2017-06-05 21:07:12,2017-07-08,5,12,40
705,"打","strike",2017-03-28 08:54:26,2017-08-05,7,6,31
706,"拘","arrest",2017-06-04 11:18:58,2017-06-29,5,8,30
707,"捨","discard",2017-04-17 12:47:39,2017-08-06,7,5,28
708,"拐","kidnap",2017-04-09 11:07:22,2017-08-12,7,4,25
709,"摘","pinch",2017-04-27 11:43:00,2017-08-31,7,4,23
710,"挑","challenge",2017-06-04 11:14:25,2017-07-01,5,8,31
711,"指","finger",2017-05-28 12:18:18,2017-07-26,6,5,18
712,"持","hold",2017-05-29 13:14:47,2017-06-14,4,8,27
713,"拶","imminent",2017-05-16 07:04:52,2017-07-14,6,11,30
714,"括","fasten",2017-04-24 15:42:14,2017-09-06,7,4,24
715,"揮","brandish",2017-05-24 22:30:18,2017-06-10,4,12,38
716,"推","conjecture",2017-03-21 09:59:06,2017-07-14,7,5,24
717,"揚","hoist",2017-04-09 10:25:10,2017-07-28,7,3,23
718,"提","propose",2017-06-06 22:38:44,2017-06-09,2,14,38
719,"損","damage",2017-05-02 10:41:41,2017-08-31,7,6,27
720,"拾","pick up",2017-05-29 22:57:54,2017-06-23,5,12,36
721,"担","shouldering",2017-05-28 12:42:34,2017-07-29,6,8,27
722,"拠","foothold",2017-05-15 14:30:31,2017-06-17,5,15,38
723,"描","sketch",2017-06-08 23:49:09,2017-06-19,4,8,32
724,"操","maneuver",2017-03-21 22:15:26,2017-07-18,7,1,15
725,"接","touch",2017-05-22 13:50:59,2017-07-28,6,6,28
726,"掲","put up a notice",2017-05-30 07:26:20,2017-06-27,5,15,41
727,"掛","hang",2017-05-30 09:50:01,2017-06-24,5,6,24
728,"捗","make headway",2017-06-04 21:47:01,2017-06-11,3,11,30
729,"研","polish",2017-02-16 10:06:12,2017-06-15,7,6,25
730,"戒","commandment",2017-06-03 17:17:20,2017-08-04,6,8,27
731,"弄","tinker with",2017-06-06 22:38:44,2017-06-09,2,13,32
732,"械","contraption",2017-06-03 17:32:09,2017-07-06,5,13,46
733,"鼻","nose",2017-04-27 12:01:34,2017-09-09,7,9,42
734,"刑","punish",2017-03-21 09:58:21,2017-07-19,7,10,40
735,"型","mould",2017-03-28 08:43:09,2017-07-30,7,3,23
736,"才","genius",2017-04-03 09:46:37,2017-12-10,8,0,10
737,"財","property",2017-04-09 10:37:42,2017-07-25,7,5,32
738,"材","lumber",2017-05-02 10:41:41,2017-08-28,7,6,28
739,"存","suppose",2017-05-18 07:09:25,2017-07-21,6,9,28
740,"在","exist",2017-06-05 21:07:12,2017-06-10,3,8,23
741,"乃","from",2017-05-23 16:21:24,2017-06-09,4,15,38
742,"携","portable",2017-05-18 07:13:43,2017-07-17,6,7,24
743,"及","reach out",2017-06-08 23:44:34,2017-07-12,5,6,29
744,"吸","suck",2017-05-22 09:17:10,2017-09-20,7,9,35
745,"扱","handle",2017-04-26 22:00:50,2017-08-14,7,4,27
746,"丈","length",2017-03-28 08:59:53,2017-07-27,7,4,24
747,"史","history",2017-05-30 12:42:01,2017-06-24,5,8,32
748,"吏","officer",2017-05-26 09:57:41,2017-06-27,5,9,34
749,"更","grow late",2017-05-30 12:21:31,2017-07-02,5,9,36
750,"硬","stiff",2017-04-24 15:42:14,2017-08-16,7,5,26
751,"梗","spiny(for the most part)",2017-05-30 07:07:11,2017-06-29,5,16,37
752,"又","or again",2017-03-19 11:38:56,2017-11-04,8,3,18
753,"双","pair",2016-12-02 07:39:17,2017-07-12,8,1,12
754,"桑","mulberry",2017-03-14 10:34:36,2017-07-23,7,5,25
755,"隻","vessels",2017-05-28 12:28:24,2017-06-24,5,15,46
756,"護","safeguard",2017-03-28 09:21:24,2017-07-24,7,9,36
757,"獲","seize",2017-04-26 07:50:32,2017-08-15,7,10,40
758,"奴","guy",2017-04-27 22:15:30,2017-08-30,7,2,19
759,"怒","angry",2017-06-02 17:30:30,2017-06-10,3,13,28
760,"友","friend",2017-05-27 22:37:15,2017-06-21,5,10,30
761,"抜","slip out",2017-04-17 13:50:16,2017-06-20,6,12,41
762,"投","throw",2017-05-02 12:04:36,2017-09-12,7,5,28
763,"没","drown",2017-05-30 08:11:24,2017-06-13,4,9,30
764,"股","thigh",2017-04-04 09:08:19,2017-08-17,7,1,14
765,"設","establishment",2017-04-03 10:26:53,2017-08-13,7,5,31
766,"撃","beat",2017-05-18 07:04:45,2017-07-23,6,9,36
767,"殻","husk",2017-05-28 12:28:23,2017-06-13,4,12,40
768,"支","branch",2017-06-02 11:30:29,2017-07-04,5,13,40
769,"技","skill",2017-05-18 07:16:17,2017-07-25,6,11,36
770,"枝","bough",2017-06-03 17:17:30,2017-07-06,5,11,25
771,"肢","limb",2017-03-21 10:07:08,2017-07-13,7,5,27
772,"茎","stalk",2017-04-03 10:18:45,2017-08-09,7,7,35
773,"怪","suspicious",2017-05-25 06:53:31,2017-07-16,6,9,39
774,"軽","lightly",2017-05-31 07:39:28,2017-07-04,5,8,30
775,"叔","uncle",2017-04-03 10:15:45,2017-07-18,7,1,15
776,"督","coach",2017-04-03 10:44:22,2017-07-26,7,7,36
777,"寂","loneliness",2017-06-06 07:10:59,2017-07-26,6,10,35
778,"淑","graceful",2017-06-08 23:47:57,2017-06-09,2,13,30
779,"反","anti-",2017-05-30 09:19:10,2017-07-31,6,3,18
780,"坂","slope",2017-03-28 08:54:26,2017-07-18,7,7,31
781,"板","plank",2017-04-19 10:36:15,2017-08-30,7,2,19
782,"返","return",2017-04-26 09:59:34,2017-09-01,7,8,34
