FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1173,"社","company",2017-05-29 13:34:16,2017-07-30,6,7,22
1174,"視","inspection",2017-05-29 12:55:13,2017-07-27,6,10,31
1175,"奈","Nara",2017-04-26 07:36:36,2017-08-30,7,3,21
1176,"尉","military officer",2017-06-04 11:14:25,2017-06-09,3,6,23
1177,"慰","consolation",2017-06-03 17:33:36,2017-06-28,5,13,43
1178,"款","goodwill",2017-06-07 23:10:08,2017-06-20,4,19,44
1179,"禁","prohibition",2017-04-26 09:54:53,2017-08-28,7,3,23
1180,"襟","collar",2017-05-29 22:57:54,2017-06-30,5,13,39
1181,"宗","religion",2017-04-27 11:43:01,2017-08-11,7,3,22
1182,"崇","adore",2017-05-31 11:19:54,2017-07-28,6,7,24
1183,"祭","ritual",2017-04-06 21:35:39,2017-06-15,6,5,21
1184,"察","guess",2017-06-06 22:35:27,2017-07-01,5,7,27
1185,"擦","grate",2017-06-03 06:18:49,2017-06-19,4,16,40
1186,"由","wherefore",2017-04-28 07:03:13,2017-08-20,7,3,24
1187,"抽","pluck",2017-05-29 14:04:22,2017-07-20,6,6,29
1188,"油","oil",2017-05-01 18:08:02,2017-08-22,7,4,26
1189,"袖","sleeve",2017-05-30 09:17:44,2017-06-11,4,4,16
1190,"宙","mid-air",2017-05-27 22:39:03,2017-09-23,7,4,24
1191,"届","deliver",2017-05-30 08:14:05,2017-06-11,4,13,39
1192,"笛","flute",2017-05-30 12:49:10,2017-08-04,6,8,32
1193,"軸","axis",2017-06-03 17:20:21,2017-07-04,5,4,18
1194,"甲","armor",2017-05-01 18:57:07,2017-09-04,7,1,15
1195,"押","push",2017-05-27 22:39:03,2017-09-27,7,13,38
1196,"岬","headland",2017-04-28 11:40:07,2017-08-13,7,7,31
1197,"挿","insert",2017-05-28 12:42:34,2017-07-31,6,9,31
1198,"申","speaketh",2017-03-28 09:26:47,2017-07-18,7,5,24
1199,"伸","expand",2017-05-26 09:57:41,2017-09-09,7,13,42
1200,"神","gods",2017-06-06 22:33:01,2017-06-22,4,8,28
1201,"捜","search",2017-04-17 14:25:18,2017-08-12,7,7,24
1202,"果","fruit",2017-05-22 09:48:13,2017-10-01,7,1,14
1203,"菓","confectionary",2017-05-30 08:17:41,2017-07-21,6,5,23
1204,"課","chapter",2017-05-23 09:40:13,2017-06-09,4,2,17
1205,"裸","naked",2017-04-26 07:55:51,2017-08-16,7,8,33
1206,"斤","ax",2017-05-30 07:08:19,2017-12-04,7,1,14
1207,"析","chop",2017-05-04 06:57:38,2017-08-23,7,1,15
1208,"所","place",2017-05-31 11:18:09,2017-07-28,6,12,33
1209,"祈","pray",2017-05-30 07:08:19,2017-10-10,7,9,33
1210,"近","near",2017-05-29 13:59:57,2017-08-02,6,5,24
1211,"折","fold",2017-04-24 15:42:14,2017-08-21,7,6,32
1212,"哲","philosophy",2017-04-28 11:37:18,2017-08-16,7,5,26
1213,"逝","departed",2017-04-21 20:34:53,2017-08-11,7,12,35
1214,"誓","vow",2017-05-29 13:29:44,2017-08-06,6,9,33
1215,"斬","chop off",2017-05-26 09:59:47,2017-09-21,7,6,23
1216,"暫","temporarily",2017-04-24 21:49:01,2017-08-29,7,5,26
1217,"漸","steadily",2017-05-18 09:04:30,2017-06-12,5,11,29
1218,"断","severance",2017-06-08 23:37:48,2017-06-13,3,14,35
1219,"質","substance",2017-04-03 10:26:53,2017-07-30,7,4,22
1220,"斥","reject",2017-05-28 12:42:34,2017-08-02,6,5,24
1221,"訴","accusation",2017-05-29 13:52:08,2017-08-03,6,5,25
1222,"昨","yesterday",2017-02-26 12:04:37,2017-06-25,7,3,19
1223,"詐","lie",2017-04-28 11:37:18,2017-08-12,7,7,36
1224,"作","make",2017-04-04 09:08:19,2017-07-21,7,4,22
1225,"雪","snow",2017-03-19 11:29:12,2017-11-29,8,3,21
1226,"録","record",2017-04-19 17:43:14,2017-08-02,7,6,26
1227,"剥","peel off",2017-06-02 11:22:44,2017-06-18,4,12,30
1228,"尋","inquire",2017-05-22 13:48:20,2017-07-25,6,13,39
1229,"急","hurry",2017-04-27 22:17:25,2017-09-06,7,6,30
1230,"穏","calm",2017-06-04 11:14:25,2017-06-16,4,21,45
1231,"侵","encroach",2017-06-08 23:44:34,2017-07-07,5,10,32
1232,"浸","immersed",2017-04-27 22:17:25,2017-08-11,7,11,37
1233,"寝","lie down",2017-05-29 13:14:47,2017-06-11,4,7,24
1234,"婦","lady",2017-04-28 11:40:07,2017-08-20,7,4,24
1235,"掃","sweep",2017-04-26 22:02:54,2017-08-11,7,5,27
1236,"当","hit",2017-04-18 17:44:49,2017-08-06,7,5,29
1237,"彙","glossary",2017-04-26 22:11:48,2017-08-14,7,10,29
1238,"争","contend",2017-05-06 23:38:56,2017-09-01,7,6,30
1239,"浄","clean",2017-06-08 23:38:33,2017-10-07,7,13,33
1240,"事","matter",2017-02-20 10:17:43,2017-07-05,7,8,30
1241,"唐","T'ang",2017-05-15 14:30:31,2017-06-09,5,11,40
1242,"糖","sugar",2017-06-01 07:00:16,2017-06-16,4,11,38
1243,"康","sane",2017-05-15 14:26:42,2017-06-12,5,9,28
1244,"逮","apprehend",2017-06-02 11:30:29,2017-06-15,4,23,51
1245,"伊","Italy",2017-05-16 12:20:53,2017-06-12,5,8,33
1246,"君","old boy",2017-05-31 08:11:55,2017-07-28,6,10,37
1247,"群","flock",2017-05-29 12:59:49,2017-07-26,6,4,24
1248,"耐","-proof",2017-05-02 12:01:23,2017-08-24,7,7,28
1249,"需","demand",2017-05-26 10:00:52,2017-10-04,7,2,19
1250,"儒","Confucian",2017-06-03 17:23:42,2017-06-11,3,19,41
1251,"端","edge",2017-06-01 07:10:26,2017-06-17,4,20,45
1252,"両","both",2017-06-05 21:16:15,2017-06-19,4,8,26
1253,"満","full",2017-06-01 07:10:27,2017-06-15,4,20,53
1254,"画","brush-stroke",2017-06-03 21:25:28,2017-06-19,4,21,46
1255,"歯","tooth",2017-04-26 07:41:52,2017-08-13,7,7,25
1256,"曲","bend",2017-04-19 10:56:33,2017-08-30,7,11,40
1257,"曹","cadet",2017-04-24 21:51:17,2017-06-26,6,6,24
1258,"遭","encounter",2017-05-30 12:21:31,2017-06-12,4,9,27
1259,"漕","rowing",2017-05-28 20:17:57,2017-06-13,4,8,27
1260,"槽","vat",2017-05-30 08:14:05,2017-08-05,6,11,38
1261,"斗","Big Dipper",2017-06-02 11:22:43,2017-07-29,6,6,28
1262,"料","fee",2017-06-03 21:25:28,2017-06-17,4,26,53
1263,"科","department",2017-05-30 12:16:26,2017-06-15,4,8,31
1264,"図","map",2017-04-26 07:58:19,2017-06-15,6,5,27
1265,"用","utilize",2017-04-28 07:03:13,2017-08-18,7,8,30
1266,"庸","comfortable",2017-06-07 22:59:38,2017-06-18,4,15,49
1267,"備","equip",2017-06-06 22:33:01,2017-06-20,4,18,41
1268,"昔","once upon a time",2017-06-02 11:22:46,2017-07-24,6,5,19
1269,"錯","confused",2017-06-01 07:10:27,2017-06-15,4,22,51
1270,"借","borrow",2017-05-29 21:30:26,2017-06-14,4,10,28
1271,"惜","pity",2017-05-29 21:14:00,2017-06-11,4,19,43
1272,"措","set aside",2017-04-18 17:48:06,2017-08-14,7,9,34
1273,"散","scatter",2017-06-02 11:22:45,2017-06-11,3,13,33
1274,"廿","twenty",2017-05-29 14:07:47,2017-08-05,6,4,20
1275,"庶","commoner",2017-04-26 07:46:26,2017-08-25,7,4,23
1276,"遮","intercept",2017-05-30 09:14:27,2017-06-12,4,7,23
1277,"席","seat",2017-06-02 11:22:43,2017-06-29,5,11,28
1278,"度","degrees",2017-04-24 15:42:13,2017-08-25,7,3,21
1279,"渡","transit",2017-06-06 22:32:31,2017-06-21,4,13,45
1280,"奔","bustle",2017-06-03 06:18:49,2017-06-09,3,15,42
1281,"噴","erupt",2017-04-17 14:08:24,2017-08-07,7,7,32
1282,"墳","tomb",2017-06-02 11:22:43,2017-06-30,5,11,39
1283,"憤","aroused",2017-06-08 23:49:09,2017-06-22,4,22,53
1284,"焼","bake",2017-04-19 10:54:41,2017-08-16,7,4,19
1285,"暁","daybreak",2017-04-18 17:49:22,2017-08-03,7,17,45
1286,"半","half",2017-05-15 14:22:31,2017-09-16,7,1,15
1287,"伴","consort",2017-06-01 06:28:15,2017-06-09,3,10,34
1288,"畔","paddy ridge",2017-06-02 11:30:29,2017-06-11,3,9,32
1289,"判","judgment",2017-06-01 07:10:26,2017-06-16,4,20,45
1290,"拳","fist",2017-04-17 14:08:24,2017-08-24,7,12,31
1291,"券","ticket",2017-05-27 22:40:14,2017-09-10,7,9,27
1292,"巻","scroll",2017-04-28 07:17:50,2017-08-11,7,9,37
1293,"圏","sphere",2017-04-22 23:02:34,2017-08-22,7,6,30
1294,"勝","victory",2017-04-27 11:30:40,2017-08-23,7,10,28
1295,"藤","wisteria",2017-05-30 12:21:31,2017-06-10,4,23,52
1296,"謄","facsimilie",2017-06-08 23:49:11,2017-06-22,4,9,27
1297,"片","one-sided",2017-04-26 22:07:36,2017-08-12,7,6,27
1298,"版","printing block",2017-06-03 17:23:42,2017-06-10,3,17,46
1299,"之","of",2017-05-12 07:16:01,2018-02-02,8,4,23
1300,"乏","destitution",2017-04-27 12:07:09,2017-08-13,7,14,48
1301,"芝","turf",2017-04-21 20:31:29,2017-08-15,7,3,17
1302,"不","negative",2017-03-08 10:49:44,2017-10-27,8,2,15
1303,"否","negate",2017-05-31 08:11:55,2017-07-25,6,4,23
1304,"杯","cupfuls",2017-05-29 13:59:57,2017-08-01,6,10,30
1305,"矢","dart",2017-05-29 14:07:08,2017-08-26,6,3,15
1306,"矯","rectify",2017-04-26 09:52:49,2017-08-26,7,9,38
1307,"族","tribe",2017-05-30 08:14:05,2017-06-12,4,8,24
1308,"知","know",2017-05-28 12:58:30,2017-07-27,6,4,23
1309,"智","wisdom",2017-06-03 17:17:20,2017-07-02,5,9,38
1310,"挨","shove(bar)",2017-05-31 08:11:55,2017-06-15,4,11,26
1311,"矛","halberd",2017-05-22 09:27:24,2017-11-18,7,1,14
1312,"柔","tender",2017-05-15 14:26:43,2017-06-09,5,10,31
1313,"務","task",2017-05-02 07:12:12,2017-07-04,6,9,33
1314,"霧","fog",2017-05-30 16:50:49,2017-06-12,4,15,39
1315,"班","squad",2017-05-31 11:18:09,2017-08-01,6,6,27
1316,"帰","homecoming",2017-04-19 16:21:30,2017-08-09,7,6,26
1317,"弓","bow",2017-05-27 22:39:03,2017-11-10,7,1,14
1318,"引","pull",2017-05-26 09:54:37,2017-09-16,7,5,24
1319,"弔","condolences",2017-05-28 11:42:38,2017-06-09,4,12,37
1320,"弘","vast",2017-05-29 13:14:47,2017-06-13,4,13,35
1321,"強","strong",2017-04-18 17:56:16,2017-08-28,7,6,29
1322,"弥","more and more",2017-04-19 10:56:32,2017-08-28,7,13,29
1323,"弱","weak",2017-05-26 09:59:47,2017-06-20,5,6,22
1324,"溺","drowning",2017-05-31 07:39:28,2017-06-09,3,12,26
1325,"沸","seethe",2017-05-29 13:27:12,2017-07-23,6,8,33
1326,"費","expense",2017-06-07 23:50:11,2017-06-19,4,15,44
1327,"第","No.",2017-06-08 23:49:10,2017-06-25,4,14,29
1328,"弟","younger brother",2017-05-28 20:45:26,2017-08-03,6,7,26
1329,"巧","adroit",2017-05-30 16:50:49,2017-06-14,4,15,45
1330,"号","nickname",2017-06-04 12:21:58,2017-06-10,3,10,25
1331,"朽","decay",2017-04-18 17:54:58,2017-08-18,7,6,28
1332,"誇","boast",2017-06-03 17:32:09,2017-06-17,4,22,55
1333,"顎","chin",2017-06-02 11:22:45,2017-07-04,5,10,28
1334,"汚","dirty",2017-05-29 13:59:57,2017-06-12,4,10,31
1335,"与","bestow",2017-06-04 12:21:58,2017-06-12,3,20,42
1336,"写","copy",2017-04-24 21:51:16,2017-06-22,6,9,32
1337,"身","somebody",2017-05-31 07:39:27,2017-06-11,4,10,34
1338,"射","shoot",2017-06-08 23:44:34,2017-06-14,3,5,19
1339,"謝","apologize",2017-06-05 21:37:10,2017-06-22,4,11,27
1340,"老","old man",2017-05-29 21:35:54,2017-06-10,4,6,26
1341,"考","consider",2017-04-26 22:02:43,2017-08-13,7,7,32
1342,"孝","filial piety",2017-06-05 18:45:32,2017-09-21,7,5,26
1343,"教","teach",2017-05-23 07:01:06,2017-06-20,5,14,41
1344,"拷","torture",2017-04-27 11:33:41,2017-08-30,7,6,27
1345,"者","someone",2017-05-15 14:30:31,2017-06-09,5,3,17
1346,"煮","boil",2017-05-28 12:28:24,2017-07-24,6,11,35
1347,"著","renowned",2017-04-27 11:43:01,2017-08-23,7,3,24
1348,"箸","chopsticks",2017-05-15 14:28:25,2017-06-09,5,7,24
1349,"署","signature",2017-04-26 09:59:34,2017-08-26,7,7,31
1350,"暑","sultry",2017-06-04 11:24:01,2017-06-18,4,8,24
1351,"諸","various",2017-05-29 13:59:57,2017-08-04,6,9,35
1352,"猪","boar",2017-04-28 11:33:12,2017-09-07,7,4,24
1353,"渚","strand",2017-06-01 07:16:13,2017-06-14,4,13,38
1354,"賭","gamble",2017-05-23 07:01:06,2017-06-21,5,9,24
1355,"峡","gorge",2017-05-30 09:19:10,2017-08-02,6,4,19
1356,"狭","cramped",2017-05-28 20:21:51,2017-06-11,4,9,26
1357,"挟","sandwiched",2017-06-04 11:30:35,2017-07-25,6,6,20
1358,"頬","cheek",2017-05-30 07:26:20,2017-06-24,5,13,35
1359,"追","chase",2017-06-08 23:37:48,2017-06-16,3,15,46
1360,"阜","large hill",2017-06-08 23:37:48,2017-06-14,3,13,31
1361,"師","expert",2017-05-18 07:24:43,2017-06-22,5,12,39
1362,"帥","commander",2017-05-18 09:04:30,2017-06-21,5,9,27
1363,"官","bureaucrat",2017-05-28 11:30:58,2017-07-28,6,3,18
1364,"棺","coffin",2017-04-27 22:15:30,2017-08-30,7,4,22
1365,"管","pipe",2017-04-21 20:35:59,2017-08-17,7,6,32
1366,"父","father",2017-05-01 18:05:12,2017-09-04,7,2,19
1367,"釜","cauldron",2017-05-28 12:58:30,2017-07-27,6,8,27
1368,"交","mingle",2017-04-18 17:47:17,2017-08-24,7,3,19
1369,"効","merit (efficacy)",2017-04-26 22:02:43,2017-08-11,7,5,25
1370,"較","contrast",2017-04-26 09:50:59,2017-08-15,7,7,31
1371,"校","exam",2017-05-08 13:39:34,2017-06-27,6,6,21
1372,"足","leg",2017-06-02 11:22:44,2017-08-11,6,2,14
1373,"促","stimulate",2017-04-26 09:52:49,2017-08-29,7,5,24
1374,"捉","nab",2017-06-01 11:49:44,2017-07-02,5,13,31
1375,"距","long-distance",2017-05-31 07:39:27,2017-06-17,4,13,32
1376,"路","path",2017-06-01 07:10:26,2017-07-30,6,7,25
1377,"露","dew",2017-06-06 07:10:59,2017-06-11,3,27,47
1378,"跳","hop",2017-06-05 21:25:42,2017-06-22,4,18,36
1379,"躍","leap",2017-05-30 09:17:44,2017-07-25,6,11,33
1380,"践","tread",2017-06-08 23:49:10,2017-06-24,4,12,34
1381,"踏","step",2017-05-30 09:17:44,2017-06-14,4,14,40
1382,"踪","trail",2017-06-05 21:22:45,2017-06-17,4,21,34
1383,"骨","skeleton",2017-05-01 18:14:38,2017-08-28,7,1,14
1384,"滑","slippery",2017-05-29 21:30:26,2017-06-09,4,9,20
1385,"髄","marrow",2017-04-17 14:24:39,2017-06-17,6,7,20
1386,"禍","calamity",2017-05-30 09:19:10,2017-07-29,6,12,38
1387,"渦","whirlpool",2017-04-26 22:07:36,2017-09-06,7,2,16
1388,"鍋","pot",2017-05-29 12:59:50,2017-06-10,4,11,28
1389,"過","overdo",2017-04-27 07:13:37,2017-08-16,7,4,24
1390,"阪","Heights",2017-06-02 11:30:29,2017-06-19,4,10,24
1391,"阿","Africa",2017-04-27 07:05:00,2017-09-08,7,2,19
1392,"際","occasion",2017-04-26 07:46:26,2017-08-14,7,6,32
1393,"障","hinder",2017-04-27 07:13:37,2017-08-13,7,7,25
1394,"隙","chink",2017-06-01 13:27:38,2017-08-29,6,5,22
1395,"随","follow",2017-05-22 09:17:10,2017-06-20,5,16,40
1396,"陪","auxiliary",2017-04-26 22:12:03,2017-08-13,7,6,28
1397,"陽","sunshine",2017-05-30 08:14:05,2017-06-15,4,9,26
1398,"陳","line up",2017-05-29 21:33:24,2017-06-13,4,26,47
1399,"防","ward off",2017-05-29 13:38:13,2017-08-02,6,8,25
1400,"附","affixed",2017-05-30 09:14:27,2017-06-11,4,12,36
1401,"院","Inst.",2017-04-19 16:21:30,2017-06-12,6,7,26
1402,"陣","camp",2017-05-14 19:01:26,2017-09-03,7,2,18
1403,"隊","regiment",2017-05-02 07:21:05,2017-07-09,6,4,19
1404,"墜","crash",2017-05-28 20:33:46,2017-07-20,6,10,35
1405,"降","descend",2017-05-29 13:57:13,2017-07-20,6,11,33
1406,"階","story(storey)",2017-05-29 13:27:12,2017-07-23,6,8,33
1407,"陛","highness",2017-05-31 08:11:55,2017-06-09,3,12,32
1408,"隣","neighboring",2017-04-27 11:33:41,2017-09-01,7,7,31
1409,"隔","isolate",2017-05-29 12:59:50,2017-07-19,6,19,45
1410,"隠","conceal",2017-06-01 07:10:26,2017-06-17,4,15,38
1411,"堕","degenerate",2017-05-18 07:23:12,2017-06-18,5,14,33
1412,"陥","collapse",2017-06-08 23:40:47,2017-08-16,6,10,30
1413,"穴","hole",2017-06-03 06:18:49,2017-12-06,7,6,29
1414,"空","empty",2017-06-01 07:10:27,2017-08-31,6,3,16
1415,"控","withdraw",2017-06-05 21:40:54,2017-06-18,4,18,40
1416,"突","stab",2017-04-27 07:05:00,2017-08-24,7,6,25
1417,"究","research",2017-05-14 18:54:11,2017-09-14,7,4,21
1418,"窒","plug up",2017-05-29 12:55:13,2017-06-10,4,18,46
1419,"窃","stealth",2017-05-02 09:44:13,2017-08-17,7,15,47
1420,"窟","cavern",2017-06-06 07:10:59,2017-07-26,6,14,31
1421,"窪","depression",2017-06-01 07:10:26,2017-08-05,6,8,28
1422,"搾","squeeze",2017-06-03 17:24:59,2017-06-11,3,26,52
1423,"窯","kiln",2017-05-02 12:04:36,2017-09-09,7,7,32
1424,"窮","hard up",2017-06-04 12:21:58,2017-06-10,3,22,47
1425,"探","grope",2017-05-28 12:42:34,2017-07-24,6,11,38
1426,"深","deep",2017-05-28 20:33:46,2017-07-27,6,10,31
1427,"丘","hill",2017-05-31 07:39:27,2017-08-07,6,7,32
1428,"岳","Point",2017-05-29 12:55:13,2017-07-18,6,6,27
1429,"兵","soldier",2017-02-15 09:37:40,2017-06-12,7,3,15
1430,"浜","seacoast",2017-05-29 13:14:47,2017-07-22,6,12,39
1431,"糸","thread",2017-05-30 07:08:19,2017-12-06,7,1,14
1432,"織","weave",2017-06-05 21:25:42,2017-06-19,4,14,33
1433,"繕","darning",2017-05-30 07:07:11,2017-07-02,5,15,42
1434,"縮","shrink",2017-04-27 07:05:00,2017-08-15,7,7,32
1435,"繁","luxuriant",2017-06-07 23:50:11,2017-06-19,4,17,43
1436,"縦","vertical",2017-06-03 17:32:09,2017-07-06,5,10,32
1437,"緻","fine",2017-06-04 12:21:58,2017-06-09,3,21,30
1438,"線","line",2017-05-28 12:18:18,2017-07-27,6,6,23
1439,"綻","come apart at the seams",2017-06-05 21:03:50,2017-08-12,6,5,22
1440,"締","tighten",2017-06-05 21:07:12,2017-07-09,5,13,34
1441,"維","fiber",2017-04-27 11:34:28,2017-08-22,7,5,28
1442,"羅","gauze",2017-06-05 21:16:15,2017-06-19,4,17,31
1443,"練","practice",2017-05-29 13:38:13,2017-07-22,6,7,28
1444,"緒","thong",2017-05-30 08:17:41,2017-08-03,6,9,24
1445,"続","continue",2017-05-31 11:18:09,2017-08-04,6,10,36
1446,"絵","picture",2017-05-31 07:39:27,2017-06-17,4,13,37
1447,"統","overall",2017-04-24 15:21:48,2017-08-23,7,9,32
1448,"絞","strangle",2017-04-27 12:07:09,2017-08-10,7,5,26
1449,"給","salary",2017-06-08 23:52:53,2017-06-13,3,17,43
1450,"絡","entwine",2017-04-28 07:11:42,2017-08-27,7,12,39
1451,"結","tie",2017-04-28 11:40:07,2017-08-20,7,9,39
1452,"終","end",2017-04-26 07:37:33,2017-06-19,6,8,28
1453,"級","class",2017-04-21 20:28:00,2017-06-25,6,12,36
1454,"紀","chronicle",2017-05-04 07:06:36,2017-09-16,7,5,24
1455,"紅","crimson",2017-06-02 11:22:46,2017-08-02,6,8,31
1456,"納","settlement",2017-06-05 21:25:42,2017-06-22,4,10,28
1457,"紡","spinning",2017-04-26 22:11:48,2017-08-23,7,4,25
1458,"紛","distract",2017-05-30 16:50:49,2017-07-21,6,22,47
1459,"紹","introduce",2017-05-04 07:02:36,2017-08-26,7,5,26
1460,"経","sutra",2017-06-08 23:44:34,2017-07-09,5,17,40
1461,"紳","sire",2017-04-19 10:49:31,2017-06-24,6,7,28
1462,"約","promise",2017-05-26 10:00:52,2017-10-02,7,4,24
1463,"細","dainty",2017-03-14 09:43:37,2017-06-16,6,2,15
1464,"累","accumulate",2017-05-15 14:26:42,2017-06-09,5,16,44
1465,"索","cord",2017-05-29 13:59:57,2017-07-27,6,7,31
1466,"総","general",2017-06-04 11:30:35,2017-06-20,4,18,38
1467,"綿","cotton",2017-04-27 06:58:11,2017-09-03,7,6,28
1468,"絹","silk",2017-05-30 09:19:10,2017-07-22,6,9,30
1469,"繰","winding",2017-04-27 07:22:21,2017-08-10,7,8,34
1470,"継","inherit",2017-06-08 23:37:48,2017-06-13,3,17,37
1471,"緑","green",2017-05-28 12:28:23,2017-07-27,6,19,50
1472,"縁","affinity",2017-05-31 07:39:27,2017-06-09,3,15,37
1473,"網","netting",2017-05-18 09:04:30,2017-06-18,5,17,48
1474,"緊","tense",2017-05-29 12:55:13,2017-07-24,6,9,29
1475,"紫","purple",2017-04-22 23:05:07,2017-10-10,7,5,26
1476,"縛","truss",2017-06-04 22:24:10,2017-06-17,4,22,60
1477,"縄","straw rope",2017-04-19 10:40:16,2017-06-13,6,5,21
1478,"幼","infancy",2017-05-31 07:39:28,2017-08-04,6,11,31
1479,"後","behind",2017-04-26 22:11:48,2017-08-15,7,12,36
1480,"幽","faint",2017-05-29 22:57:54,2017-06-09,4,22,48
1481,"幾","how many",2017-04-19 16:07:41,2017-06-11,6,5,18
1482,"機","mechanism",2017-06-05 21:14:45,2017-06-17,4,17,41
1483,"畿","capital suburbs",2017-06-01 06:28:56,2017-06-09,3,15,32
1484,"玄","mysterious",2017-05-31 07:39:28,2017-07-28,6,6,29
1485,"畜","livestock",2017-05-22 13:59:05,2017-06-17,5,11,38
1486,"蓄","amass",2017-06-06 07:17:34,2017-07-03,5,11,28
1487,"弦","bowstring",2017-05-27 22:39:03,2017-09-09,7,5,20
1488,"擁","hug",2017-06-02 11:30:29,2017-06-15,4,20,47
1489,"滋","nourishing",2017-04-24 15:31:11,2017-08-13,7,6,31
1490,"慈","mercy",2017-05-29 12:50:07,2017-06-10,4,13,34
1491,"磁","magnet",2017-06-02 11:22:45,2017-08-03,6,7,22
1492,"系","lineage",2017-05-29 14:07:08,2017-08-29,6,4,20
1493,"係","person in charge",2017-06-01 07:10:26,2017-08-05,6,5,23
1494,"孫","grandchild",2017-04-18 17:50:42,2017-08-18,7,4,21
1495,"懸","suspend",2017-05-30 12:42:01,2017-07-01,5,20,51
1496,"遜","modest",2017-06-07 22:59:38,2017-06-21,4,12,33
1497,"却","instead",2017-06-05 21:07:12,2017-07-08,5,10,31
1498,"脚","shins",2017-06-01 06:28:56,2017-06-10,3,17,42
1499,"卸","wholesale",2017-04-24 15:31:12,2017-06-15,6,10,32
1500,"御","honorable",2017-06-03 21:25:28,2017-06-16,4,35,66
1501,"服","clothing",2017-05-30 16:50:49,2017-06-16,4,14,28
1502,"命","fate",2017-05-22 12:41:09,2017-07-25,6,10,37
1503,"令","orders",2017-06-04 11:18:58,2017-10-17,7,2,17
1504,"零","zero",2017-05-02 12:01:23,2017-09-05,7,7,23
1505,"齢","age",2017-04-27 07:09:16,2017-08-26,7,8,26
1506,"冷","cool",2017-04-26 07:54:06,2017-08-12,7,7,31
1507,"領","jurisdiction",2017-06-05 18:45:32,2017-06-16,4,12,37
1508,"鈴","small bell",2017-05-14 19:00:55,2017-09-01,7,3,17
1509,"勇","courage",2017-06-03 17:33:36,2017-07-31,6,11,25
1510,"湧","bubble up",2017-06-03 17:23:42,2017-06-11,3,13,25
1511,"通","traffic",2017-04-18 17:50:42,2017-06-13,6,11,36
1512,"踊","jump",2017-05-30 08:17:41,2017-07-26,6,22,48
1513,"疑","doubt",2017-06-05 18:40:00,2017-06-17,3,16,39
1514,"擬","mimic",2017-06-07 22:59:38,2017-06-23,4,12,41
1515,"凝","congeal",2017-05-28 11:42:38,2017-07-22,6,8,27
1516,"範","pattern",2017-05-30 07:26:20,2017-06-15,4,11,29
1517,"犯","crime",2017-04-18 17:54:05,2017-06-25,6,6,24
1518,"氾","widespread",2017-04-27 11:30:40,2017-08-31,7,7,23
1519,"厄","unlucky",2017-06-01 06:28:56,2017-06-10,3,11,26
1520,"危","dangerous",2017-06-08 23:47:57,2017-06-25,4,10,29
1521,"宛","address",2017-05-29 21:27:38,2017-06-13,4,19,49
1522,"腕","arm",2017-06-06 07:10:59,2017-06-14,3,7,28
1523,"苑","garden",2017-06-02 11:22:44,2017-08-03,6,6,24
1524,"怨","grudge",2017-06-01 07:00:17,2017-08-08,6,11,31
1525,"柳","willow",2017-04-05 19:27:55,2017-06-12,6,11,40
1526,"卵","egg",2017-05-28 12:28:23,2017-08-05,6,5,24
1527,"留","detain",2017-05-28 11:12:43,2017-06-13,4,11,24
1528,"瑠","marine blue(lapislazuli)",2017-06-01 11:49:44,2017-06-14,4,26,38
1529,"貿","trade",2017-05-29 13:29:44,2017-07-28,6,10,35
1530,"印","stamp",2017-05-29 21:14:00,2017-06-13,4,12,37
1531,"臼","mortar",2017-06-04 11:24:01,2017-07-01,5,7,27
1532,"毀","break",2017-06-05 21:03:50,2017-06-17,4,15,29
1533,"興","entertain",2017-04-28 07:11:42,2017-09-04,7,6,32
1534,"酉","sign of the bird",2017-05-28 12:18:18,2017-06-13,4,3,14
1535,"酒","sake",2017-05-27 22:39:03,2017-09-10,7,1,14
1536,"酌","bartending",2017-06-03 17:17:20,2017-07-23,6,9,34
1537,"酎","hooch",2017-05-28 20:44:48,2017-08-05,6,5,24
1538,"酵","fermentation",2017-05-29 13:29:44,2017-06-10,4,12,28
1539,"酷","cruel",2017-05-29 13:10:33,2017-06-11,4,15,40
1540,"酬","repay",2017-06-04 22:17:06,2017-06-18,4,12,29
1541,"酪","dairy products",2017-05-30 09:19:10,2017-07-20,6,5,22
1542,"酢","vinegar",2017-06-08 23:38:34,2017-07-05,5,6,25
1543,"酔","drunk",2017-04-28 11:31:24,2017-09-06,7,5,24
1544,"配","distribute",2017-05-31 08:11:55,2017-07-30,6,10,33
1545,"酸","acid",2017-05-29 14:07:08,2017-07-22,6,7,27
1546,"猶","waver",2017-06-03 21:25:28,2017-06-15,4,33,59
1547,"尊","revered",2017-05-30 12:42:01,2017-06-13,4,19,47
1548,"豆","beans",2017-04-26 22:11:48,2017-09-07,7,7,29
1549,"頭","head",2017-06-03 17:20:21,2017-06-14,4,13,31
1550,"短","short",2017-05-31 07:39:27,2017-07-24,6,8,31
1551,"豊","bountiful",2017-05-30 09:50:01,2017-06-15,4,14,33
1552,"鼓","drum",2017-05-28 20:21:51,2017-06-11,4,15,36
1553,"喜","rejoice",2017-05-30 07:26:20,2017-07-04,5,15,38
1554,"樹","timber-trees",2017-05-30 07:07:10,2017-06-12,4,17,40
1555,"皿","dish",2017-03-14 10:07:12,2018-03-31,8,1,9
